Term,term_full_ID,Pri_Disease_ID,Pri_disease_term
"lupus vasculitis, central nervous system",c20.111.590.750,c20,immune system diseases
"ophthalmia, sympathetic",c20.111.709,c20,immune system diseases
"pemphigoid, bullous",c20.111.730,c20,immune system diseases
pemphigus,c20.111.736,c20,immune system diseases
"polyendocrinopathies, autoimmune",c20.111.750,c20,immune system diseases
"purpura, thrombocytopenic, idiopathic",c20.111.759,c20,immune system diseases
"thyroiditis, autoimmune",c20.111.809,c20,immune system diseases
undifferentiated connective tissue diseases,c20.111.904,c20,immune system diseases
"erythroblastosis, fetal",c20.306,c20,immune system diseases
hydrops fetalis,c20.306.480,c20,immune system diseases
kernicterus,c20.306.502,c20,immune system diseases
"glomerulonephritis, membranoproliferative",c20.425,c20,immune system diseases
graft vs host disease,c20.452,c20,immune system diseases
hypersensitivity,c20.543,c20,immune system diseases
asthma-chronic obstructive pulmonary disease overlap syndrome,c20.543.103,c20,immune system diseases
drug hypersensitivity,c20.543.206,c20,immune system diseases
"asthma, aspirin-induced",c20.543.206.189,c20,immune system diseases
drug eruptions,c20.543.206.380,c20,immune system diseases
acute generalized exanthematous pustulosis,c20.543.206.380.174,c20,immune system diseases
drug hypersensitivity syndrome,c20.543.206.380.262,c20,immune system diseases
erythema nodosum,c20.543.206.380.375,c20,immune system diseases
nicolau syndrome,c20.543.206.380.587,c20,immune system diseases
serum sickness,c20.543.206.380.800,c20,immune system diseases
stevens-johnson syndrome,c20.543.206.380.900,c20,immune system diseases
environmental illness,c20.543.312,c20,immune system diseases
multiple chemical sensitivity,c20.543.312.500,c20,immune system diseases
sick building syndrome,c20.543.312.750,c20,immune system diseases
"hypersensitivity, delayed",c20.543.418,c20,immune system diseases
"dermatitis, allergic contact",c20.543.418.150,c20,immune system diseases
"dermatitis, photoallergic",c20.543.418.150.600,c20,immune system diseases
"dermatitis, toxicodendron",c20.543.418.150.700,c20,immune system diseases
"hypersensitivity, immediate",c20.543.480,c20,immune system diseases
anaphylaxis,c20.543.480.099,c20,immune system diseases
"asthma, aspirin-induced",c20.543.480.149,c20,immune system diseases
"conjunctivitis, allergic",c20.543.480.200,c20,immune system diseases
"dermatitis, atopic",c20.543.480.343,c20,immune system diseases
eosinophilic esophagitis,c20.543.480.356,c20,immune system diseases
food hypersensitivity,c20.543.480.370,c20,immune system diseases
egg hypersensitivity,c20.543.480.370.150,c20,immune system diseases
milk hypersensitivity,c20.543.480.370.500,c20,immune system diseases
nut and peanut hypersensitivity,c20.543.480.370.572,c20,immune system diseases
nut hypersensitivity,c20.543.480.370.572.500,c20,immune system diseases
peanut hypersensitivity,c20.543.480.370.572.750,c20,immune system diseases
shellfish hypersensitivity,c20.543.480.370.763,c20,immune system diseases
wheat hypersensitivity,c20.543.480.370.850,c20,immune system diseases
respiratory hypersensitivity,c20.543.480.680,c20,immune system diseases
"alveolitis, extrinsic allergic",c20.543.480.680.075,c20,immune system diseases
bird fancier's lung,c20.543.480.680.075.125,c20,immune system diseases
farmer's lung,c20.543.480.680.075.365,c20,immune system diseases
trichosporonosis,c20.543.480.680.075.682,c20,immune system diseases
"aspergillosis, allergic bronchopulmonary",c20.543.480.680.085,c20,immune system diseases
asthma,c20.543.480.680.095,c20,immune system diseases
"asthma, exercise-induced",c20.543.480.680.095.110,c20,immune system diseases
"asthma, occupational",c20.543.480.680.095.495,c20,immune system diseases
status asthmaticus,c20.543.480.680.095.880,c20,immune system diseases
"rhinitis, allergic",c20.543.480.680.443,c20,immune system diseases
"rhinitis, allergic, perennial",c20.543.480.680.443.500,c20,immune system diseases
"rhinitis, allergic, seasonal",c20.543.480.680.443.750,c20,immune system diseases
urticaria,c20.543.480.904,c20,immune system diseases
angioedema,c20.543.480.904.066,c20,immune system diseases
"angioedemas, hereditary",c20.543.480.904.066.500,c20,immune system diseases
hereditary angioedema type iii,c20.543.480.904.066.500.500,c20,immune system diseases
hereditary angioedema types i and ii,c20.543.480.904.066.500.750,c20,immune system diseases
chronic urticaria,c20.543.480.904.533,c20,immune system diseases
immune complex diseases,c20.543.520,c20,immune system diseases
arthus reaction,c20.543.520.100,c20,immune system diseases
iga vasculitis,c20.543.520.600,c20,immune system diseases
serum sickness,c20.543.520.770,c20,immune system diseases
"vasculitis, leukocytoclastic, cutaneous",c20.543.520.910,c20,immune system diseases
kounis syndrome,c20.543.560,c20,immune system diseases
latex hypersensitivity,c20.543.600,c20,immune system diseases
wissler's syndrome,c20.543.928,c20,immune system diseases
immune reconstitution inflammatory syndrome,c20.608,c20,immune system diseases
immunologic deficiency syndromes,c20.673,c20,immune system diseases
agammaglobulinemia,c20.673.088,c20,immune system diseases
common variable immunodeficiency,c20.673.330,c20,immune system diseases
dysgammaglobulinemia,c20.673.430,c20,immune system diseases
hyper-igm immunodeficiency syndrome,c20.673.430.250,c20,immune system diseases
"hyper-igm immunodeficiency syndrome, type 1",c20.673.430.250.500,c20,immune system diseases
iga deficiency,c20.673.430.500,c20,immune system diseases
igg deficiency,c20.673.430.750,c20,immune system diseases
hiv infections,c20.673.480,c20,immune system diseases
acquired immunodeficiency syndrome,c20.673.480.040,c20,immune system diseases
acute retroviral syndrome,c20.673.480.044,c20,immune system diseases
"aids arteritis, central nervous system",c20.673.480.048,c20,immune system diseases
aids-associated nephropathy,c20.673.480.050,c20,immune system diseases
aids dementia complex,c20.673.480.070,c20,immune system diseases
aids-related complex,c20.673.480.080,c20,immune system diseases
aids-related opportunistic infections,c20.673.480.100,c20,immune system diseases
hiv-associated lipodystrophy syndrome,c20.673.480.400,c20,immune system diseases
hiv enteropathy,c20.673.480.480,c20,immune system diseases
hiv seropositivity,c20.673.480.500,c20,immune system diseases
hiv wasting syndrome,c20.673.480.520,c20,immune system diseases
deltaretrovirus infections,c20.673.483,c20,immune system diseases
enzootic bovine leukosis,c20.673.483.260,c20,immune system diseases
htlv-i infections,c20.673.483.470,c20,immune system diseases
htlv-ii infections,c20.673.483.480,c20,immune system diseases
lymphopenia,c20.673.627,c20,immune system diseases
"t-lymphocytopenia, idiopathic cd4-positive",c20.673.627.800,c20,immune system diseases
wiskott-aldrich syndrome,c20.673.627.900,c20,immune system diseases
phagocyte bactericidal dysfunction,c20.673.774,c20,immune system diseases
chediak-higashi syndrome,c20.673.774.257,c20,immune system diseases
aleutian mink disease,c20.673.774.257.270,c20,immune system diseases
"granulomatous disease, chronic",c20.673.774.535,c20,immune system diseases
job syndrome,c20.673.774.600,c20,immune system diseases
primary immunodeficiency diseases,c20.673.795,c20,immune system diseases
ataxia telangiectasia,c20.673.795.250,c20,immune system diseases
bloom syndrome,c20.673.795.313,c20,immune system diseases
chediak-higashi syndrome,c20.673.795.375,c20,immune system diseases
hereditary complement deficiency diseases,c20.673.795.500,c20,immune system diseases
"angioedemas, hereditary",c20.673.795.500.500,c20,immune system diseases
hyper-igm immunodeficiency syndrome,c20.673.795.625,c20,immune system diseases
"hyper-igm immunodeficiency syndrome, type 1",c20.673.795.625.500,c20,immune system diseases
job syndrome,c20.673.795.688,c20,immune system diseases
leukocyte-adhesion deficiency syndrome,c20.673.795.719,c20,immune system diseases
severe combined immunodeficiency,c20.673.795.750,c20,immune system diseases
x-linked combined immunodeficiency diseases,c20.673.795.750.500,c20,immune system diseases
wiskott-aldrich syndrome,c20.673.795.875,c20,immune system diseases
immunoproliferative disorders,c20.683,c20,immune system diseases
hypergammaglobulinemia,c20.683.460,c20,immune system diseases
mevalonate kinase deficiency,c20.683.460.319,c20,immune system diseases
monoclonal gammopathy of undetermined significance,c20.683.460.640,c20,immune system diseases
smoldering multiple myeloma,c20.683.460.820,c20,immune system diseases
lymphoproliferative disorders,c20.683.515,c20,immune system diseases
autoimmune lymphoproliferative syndrome,c20.683.515.124,c20,immune system diseases
castleman disease,c20.683.515.250,c20,immune system diseases
immunoblastic lymphadenopathy,c20.683.515.501,c20,immune system diseases
immunoglobulin light-chain amyloidosis,c20.683.515.507,c20,immune system diseases
immunoproliferative small intestinal disease,c20.683.515.512,c20,immune system diseases
infectious mononucleosis,c20.683.515.515,c20,immune system diseases
"leukemia, hairy cell",c20.683.515.517,c20,immune system diseases
"leukemia, lymphoid",c20.683.515.528,c20,immune system diseases
"leukemia, b-cell",c20.683.515.528.080,c20,immune system diseases
"leukemia, lymphocytic, chronic, b-cell",c20.683.515.528.080.125,c20,immune system diseases
"leukemia, prolymphocytic, b-cell",c20.683.515.528.080.562,c20,immune system diseases
"leukemia, biphenotypic, acute",c20.683.515.528.100,c20,immune system diseases
"leukemia, prolymphocytic",c20.683.515.528.565,c20,immune system diseases
"leukemia, prolymphocytic, b-cell",c20.683.515.528.565.745,c20,immune system diseases
"leukemia, prolymphocytic, t-cell",c20.683.515.528.565.750,c20,immune system diseases
"leukemia, t-cell",c20.683.515.528.582,c20,immune system diseases
"leukemia, large granular lymphocytic",c20.683.515.528.582.049,c20,immune system diseases
"leukemia-lymphoma, adult t-cell",c20.683.515.528.582.100,c20,immune system diseases
"leukemia, prolymphocytic, t-cell",c20.683.515.528.582.125,c20,immune system diseases
precursor cell lymphoblastic leukemia-lymphoma,c20.683.515.528.600,c20,immune system diseases
precursor b-cell lymphoblastic leukemia-lymphoma,c20.683.515.528.600.600,c20,immune system diseases
precursor t-cell lymphoblastic leukemia-lymphoma,c20.683.515.528.600.620,c20,immune system diseases
lymphangiomyoma,c20.683.515.710,c20,immune system diseases
lymphangioleiomyomatosis,c20.683.515.710.465,c20,immune system diseases
lymphoma,c20.683.515.761,c20,immune system diseases
composite lymphoma,c20.683.515.761.150,c20,immune system diseases
hodgkin disease,c20.683.515.761.355,c20,immune system diseases
intraocular lymphoma,c20.683.515.761.417,c20,immune system diseases
"lymphoma, non-hodgkin",c20.683.515.761.480,c20,immune system diseases
"lymphoma, b-cell",c20.683.515.761.480.150,c20,immune system diseases
burkitt lymphoma,c20.683.515.761.480.150.165,c20,immune system diseases
"lymphoma, aids-related",c20.683.515.761.480.150.450,c20,immune system diseases
"lymphoma, b-cell, marginal zone",c20.683.515.761.480.150.570,c20,immune system diseases
"lymphoma, large b-cell, diffuse",c20.683.515.761.480.150.585,c20,immune system diseases
plasmablastic lymphoma,c20.683.515.761.480.150.585.500,c20,immune system diseases
"lymphoma, primary effusion",c20.683.515.761.480.150.592,c20,immune system diseases
lymphomatoid granulomatosis,c20.683.515.761.480.150.600,c20,immune system diseases
"lymphoma, follicular",c20.683.515.761.480.350,c20,immune system diseases
"lymphoma, large-cell, immunoblastic",c20.683.515.761.480.487,c20,immune system diseases
"lymphoma, mantle-cell",c20.683.515.761.480.525,c20,immune system diseases
"lymphoma, t-cell",c20.683.515.761.480.750,c20,immune system diseases
enteropathy-associated t-cell lymphoma,c20.683.515.761.480.750.199,c20,immune system diseases
"lymphoma, large-cell, anaplastic",c20.683.515.761.480.750.399,c20,immune system diseases
"lymphoma, t-cell, cutaneous",c20.683.515.761.480.750.800,c20,immune system diseases
"lymphoma, primary cutaneous anaplastic large cell",c20.683.515.761.480.750.800.507,c20,immune system diseases
lymphomatoid papulosis,c20.683.515.761.480.750.800.528,c20,immune system diseases
mycosis fungoides,c20.683.515.761.480.750.800.550,c20,immune system diseases
pagetoid reticulosis,c20.683.515.761.480.750.800.550.600,c20,immune system diseases
sezary syndrome,c20.683.515.761.480.750.800.775,c20,immune system diseases
"lymphoma, t-cell, peripheral",c20.683.515.761.480.750.825,c20,immune system diseases
macrophage activation syndrome,c20.683.515.800,c20,immune system diseases
marek disease,c20.683.515.840,c20,immune system diseases
multiple myeloma,c20.683.515.845,c20,immune system diseases
"leukemia, plasma cell",c20.683.515.845.500,c20,immune system diseases
plasmacytoma,c20.683.515.880,c20,immune system diseases
sezary syndrome,c20.683.515.920,c20,immune system diseases
tumor lysis syndrome,c20.683.515.950,c20,immune system diseases
paraproteinemias,c20.683.780,c20,immune system diseases
cryoglobulinemia,c20.683.780.250,c20,immune system diseases
heavy chain disease,c20.683.780.490,c20,immune system diseases
immunoproliferative small intestinal disease,c20.683.780.490.512,c20,immune system diseases
immunoglobulin light-chain amyloidosis,c20.683.780.565,c20,immune system diseases
monoclonal gammopathy of undetermined significance,c20.683.780.640,c20,immune system diseases
schnitzler syndrome,c20.683.780.640.700,c20,immune system diseases
multiple myeloma,c20.683.780.650,c20,immune system diseases
poems syndrome,c20.683.780.750,c20,immune system diseases
smoldering multiple myeloma,c20.683.780.838,c20,immune system diseases
waldenstrom macroglobulinemia,c20.683.780.925,c20,immune system diseases
mast cell activation disorders,c20.762,c20,immune system diseases
mast cell activation syndrome,c20.762.500,c20,immune system diseases
mastocytosis,c20.762.750,c20,immune system diseases
mast-cell sarcoma,c20.762.750.375,c20,immune system diseases
mastocytoma,c20.762.750.469,c20,immune system diseases
"mastocytoma, skin",c20.762.750.469.500,c20,immune system diseases
"mastocytosis, cutaneous",c20.762.750.563,c20,immune system diseases
"mastocytoma, skin",c20.762.750.563.500,c20,immune system diseases
urticaria pigmentosa,c20.762.750.563.850,c20,immune system diseases
"mastocytosis, systemic",c20.762.750.750,c20,immune system diseases
"leukemia, mast-cell",c20.762.750.750.500,c20,immune system diseases
"purpura, thrombocytopenic",c20.841,c20,immune system diseases
"purpura, thrombocytopenic, idiopathic",c20.841.600,c20,immune system diseases
